#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
          19        1.55   0.0827368  0.00308319
          19        1.65   0.0584211  0.00267161
          19        1.75   0.0324211  0.00307912
          19        1.85   0.0194211  0.00183278
          19        1.95   0.0112105  0.00109286
          20       -1.95      0.0171  0.00175912
          20       -1.85      0.0187  0.00147156
          20       -1.75     0.03735  0.00213925
          20       -1.65      0.0623  0.00272864
          20       -1.55      0.0889   0.0025999
          20       -1.45     0.13255  0.00400592
          20       -1.35     0.18125  0.00533801
          20       -1.25     0.23115  0.00605734
          20       -1.15     0.28575   0.0047423
          20       -1.05      0.3445  0.00631328
          20       -0.95      0.3829  0.00454637
          20       -0.85      0.3997  0.00673873
          20       -0.75     0.43345  0.00773223
          20       -0.65       0.415   0.0060075
          20       -0.55       0.394  0.00539768
          20       -0.45      0.3564  0.00724479
          20       -0.35      0.3405  0.00473313
          20       -0.25      0.3106  0.00473835
          20       -0.15     0.30325  0.00345317
          20       -0.05     0.28265  0.00378039
          20        0.05     0.28685  0.00466973
          20        0.15       0.275  0.00484252
          20        0.25      0.3022  0.00574482
          20        0.35     0.34195  0.00563803
          20        0.45     0.36165  0.00483026
          20        0.55     0.39365  0.00591577
          20        0.65      0.4188  0.00782164
          20        0.75     0.41125  0.00610773
          20        0.85     0.40025  0.00818715
          20        0.95     0.38885  0.00753501
          20        1.05     0.34275  0.00644239
          20        1.15      0.2905  0.00697621
          20        1.25     0.24125  0.00573056
          20        1.35      0.1774  0.00540759
          20        1.45      0.1282  0.00374473
          20        1.55     0.08275  0.00292906
          20        1.65     0.05845  0.00253818
          20        1.75      0.0324  0.00292524
          20        1.85     0.01915  0.00176107
          20        1.95     0.01085  0.00109607
          21       -1.95   0.0168095  0.00169916
          21       -1.85   0.0190952   0.0014536
          21       -1.75   0.0374286  0.00203882
          21       -1.65   0.0621429  0.00260323
          21       -1.55   0.0895238  0.00254984
          21       -1.45     0.13181  0.00388299
          21       -1.35    0.182524   0.0052336
          21       -1.25    0.231905  0.00581573
          21       -1.15    0.285238  0.00454402
          21       -1.05    0.343381  0.00611102
          21       -0.95    0.383619  0.00438637
          21       -0.85       0.401  0.00654203
          21       -0.75    0.433143  0.00737013
          21       -0.65     0.41381  0.00583819
          21       -0.55    0.394524  0.00516601
          21       -0.45    0.356667  0.00690471
          21       -0.35    0.338762  0.00481631
          21       -0.25    0.310952   0.0045258
          21       -0.15    0.302048   0.0034918
          21       -0.05    0.283762  0.00376034
          21        0.05    0.284619  0.00495168
          21        0.15    0.276048  0.00472388
          21        0.25    0.304048  0.00576071
          21        0.35    0.341238  0.00541431
          21        0.45    0.362333  0.00464833
          21        0.55     0.39181  0.00591344
          21        0.65    0.418143  0.00747673
          21        0.75    0.412095  0.00587508
          21        0.85    0.401571   0.0079032
          21        0.95    0.388524  0.00718326
          21        1.05    0.342714  0.00613571
          21        1.15        0.29   0.0066619
          21        1.25    0.242619  0.00561884
          21        1.35    0.177381  0.00515012
          21        1.45    0.127524  0.00362695
          21        1.55   0.0838095  0.00297504
          21        1.65    0.058381  0.00241826
          21        1.75   0.0321429  0.00279722
          21        1.85    0.018619  0.00175543
          21        1.95    0.010619  0.00106793
          22       -1.95   0.0168182  0.00162195
          22       -1.85      0.0195  0.00144278
          22       -1.75   0.0371818  0.00196102
          22       -1.65   0.0624545  0.00250349
          22       -1.55   0.0890909  0.00247041
          22       -1.45    0.131955   0.0037092
          22       -1.35       0.182  0.00502185
          22       -1.25    0.231273  0.00558562
          22       -1.15    0.284409  0.00441244
          22       -1.05    0.342909  0.00585144
          22       -0.95      0.3845  0.00427454
          22       -0.85    0.400727  0.00625035
          22       -0.75    0.433182  0.00703522
          22       -0.65      0.4135  0.00558101
          22       -0.55    0.395045  0.00495745
          22       -0.45    0.358273  0.00677507
          22       -0.35    0.338545  0.00460225
          22       -0.25    0.312409  0.00454848
          22       -0.15    0.300909  0.00351379
          22       -0.05    0.283727  0.00358958
          22        0.05    0.285136  0.00475355
          22        0.15    0.277273  0.00466532
          22        0.25    0.306818    0.006129
          22        0.35    0.339864  0.00533981
          22        0.45    0.361045    0.004612
          22        0.55    0.391909  0.00564549
          22        0.65    0.418909  0.00717604
          22        0.75    0.412045  0.00560824
          22        0.85    0.402182   0.0075675
          22        0.95    0.385455  0.00748379
          22        1.05    0.342545  0.00585913
          22        1.15    0.291091  0.00644779
          22        1.25       0.241  0.00559183
          22        1.35    0.178636  0.00506672
          22        1.45    0.125864  0.00382321
          22        1.55   0.0839545  0.00284335
          22        1.65   0.0593182  0.00248332
          22        1.75   0.0312273  0.00281593
          22        1.85   0.0186364  0.00167572
          22        1.95   0.0107273  0.00102486
          23       -1.95    0.017087  0.00157354
          23       -1.85   0.0193043  0.00139325
          23       -1.75   0.0367391  0.00192508
          23       -1.65   0.0616522  0.00251995
          23       -1.55   0.0898261  0.00246997
          23       -1.45    0.132174  0.00355441
          23       -1.35    0.182435   0.0048223
          23       -1.25    0.229522  0.00561051
          23       -1.15    0.285304  0.00431046
          23       -1.05    0.342609  0.00560473
          23       -0.95    0.385565  0.00421933
          23       -0.85    0.403565  0.00659146
          23       -0.75    0.430565  0.00719951
          23       -0.65    0.411739  0.00560927
          23       -0.55    0.395043  0.00474191
          23       -0.45    0.359522  0.00659463
          23       -0.35    0.338261  0.00441094
          23       -0.25    0.313609  0.00450613
          23       -0.15    0.302783  0.00382804
          23       -0.05    0.281913  0.00386488
          23        0.05    0.284043  0.00467082
          23        0.15    0.278609  0.00464983
          23        0.25    0.308043  0.00598375
          23        0.35    0.342391  0.00567445
          23        0.45    0.358739   0.0049547
          23        0.55    0.391609  0.00540802
          23        0.65     0.41613  0.00738243
          23        0.75    0.412174  0.00536588
          23        0.85    0.400348   0.0074574
          23        0.95    0.385261  0.00716092
          23        1.05    0.344957  0.00608027
          23        1.15    0.290435  0.00620075
          23        1.25    0.239739  0.00548902
          23        1.35    0.178957  0.00485653
          23        1.45     0.12587  0.00365699
          23        1.55   0.0848261  0.00285017
          23        1.65   0.0591739  0.00237954
          23        1.75       0.032  0.00279751
          23        1.85   0.0183913  0.00162068
