#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           7    -0.57292    -46.6851     17.4963
           8    -0.56428      -40.92      14.328
           9    -0.56672    -36.4363      12.014
          10    -0.56596    -32.8493     10.2631
          11    -0.57284    -29.9151     8.90081
          12    -0.57028    -27.4697     7.81593
          13    -0.56688    -25.4002     6.93533
          14      -0.565    -23.6263     6.20894
          15    -0.57496    -22.0895      5.6016
          16     -0.5694    -20.7445     5.08746
          17    -0.56908    -19.5577     4.64771
          18    -0.56688    -18.5027     4.26808
          19    -0.56704    -17.5587     3.93767
          20    -0.56556     -16.709     3.64797
           1    -0.55784    -334.739           0
           2    -0.54864    -167.644     118.266
           3    -0.55344    -111.947     64.4072
           4    -0.55688    -84.0994     41.8545
           5    -0.55784    -67.3911     29.9636
           6    -0.55648     -56.252     22.8054
           7     -0.5514    -48.2947     18.1061
           8    -0.55008    -42.3267     14.8267
           9    -0.55624    -37.6855     12.4317
          10    -0.55164    -33.9721     10.6194
          11    -0.55648    -30.9343     9.20928
          12    -0.55204    -28.4025     8.08632
          13    -0.56152    -26.2609     7.17509
          14    -0.54852    -24.4243     6.42323
          15    -0.55028    -22.8327     5.79447
          16    -0.54868    -21.4399     5.26228
          17    -0.55892    -20.2116     4.80724
          18    -0.55416    -19.1195     4.41439
          19    -0.55348    -18.1424     4.07246
          20    -0.55668    -17.2631     3.77272
           1    -0.54544    -345.807           0
           2    -0.53896    -173.173     122.179
           3    -0.54032    -115.629     66.5351
           4     -0.5396    -86.8566     43.2349
           5    -0.54044    -69.5933     30.9501
           6    -0.55004    -58.0861     23.5557
           7    -0.54748    -49.8663     18.7015
           8    -0.53996    -43.7005     15.3137
           9    -0.54192    -38.9051     12.8394
          10    -0.53768    -35.0684     10.9672
          11    -0.54052    -31.9295     9.51044
          12     -0.5448    -29.3141     8.35054
          13    -0.54248    -27.1009      7.4091
          14    -0.54076    -25.2037     6.63254
          15    -0.54012    -23.5595      5.9831
          16      -0.538    -22.1207     5.43339
          17    -0.53332    -20.8508     4.96317
          18    -0.53808    -19.7223     4.55734
          19    -0.53576    -18.7125     4.20412
          20    -0.54964    -17.8044     3.89459
           1    -0.53724    -356.624           0
           2    -0.52812    -178.576     126.002
           3    -0.53264    -119.228     68.6154
           4    -0.51988    -89.5513     44.5841
           5    -0.53168    -71.7474      31.915
           6    -0.53472    -59.8786     24.2889
           7    -0.52476    -51.3995     19.2823
           8    -0.52652    -45.0403     15.7887
           9    -0.53244     -40.095     13.2372
          10     -0.5302    -36.1385     11.3068
          11    -0.52964    -32.9014     9.80455
          12    -0.53132    -30.2039     8.60843
          13      -0.521    -27.9206     7.63743
          14      -0.526    -25.9638     6.83664
          15    -0.53056    -24.2683     6.16703
          16     -0.5334    -22.7848     5.60033
          17    -0.53024    -21.4757     5.11561
          18     -0.5358    -20.3124     4.69728
          19    -0.53344    -19.2714     4.33316
          20    -0.53164    -18.3344     4.01392
           1    -0.51724    -367.206           0
           2    -0.52644    -183.866     129.744
           3    -0.51488    -122.749       70.65
           4    -0.50864    -92.1889     45.9046
           5    -0.51564    -73.8543     32.8588
           6    -0.52096     -61.632     25.0061
           7    -0.51464     -52.901     19.8511
           8    -0.51652    -46.3529      16.254
           9    -0.52024    -41.2604     13.6269
          10    -0.51876    -37.1862     11.6392
          11    -0.52172    -33.8531     10.0926
          12    -0.51824    -31.0752     8.86096
          13    -0.51648    -28.7245     7.86137
          14    -0.51816    -26.7098     7.03694
          15    -0.51824    -24.9637     6.34748
          16     -0.5136    -23.4356     5.76388
          17    -0.52384    -22.0878      5.2649
          18    -0.51912    -20.8895     4.83413
          19     -0.5142    -19.8172     4.45917
          20    -0.51296    -18.8519     4.13043
           1    -0.50808    -377.547           0
           2    -0.50172    -189.024     133.394
           3    -0.50984    -126.186     72.6364
           4    -0.50404    -94.7657     47.1946
           5        -0.5    -75.9125     33.7808
           6    -0.49932    -63.3437     25.7063
           7    -0.50512    -54.3667     20.4064
           8    -0.49568    -47.6328     16.7077
           9    -0.51392    -42.3974      14.007
          10     -0.5088    -38.2086     11.9635
          11    -0.50028    -34.7805     10.3732
          12    -0.51208    -31.9248      9.1072
          13    -0.50144    -29.5076      8.0795
          14    -0.50488     -27.436     7.23193
          15    -0.50236    -25.6404     6.52309
          16    -0.50864    -24.0697     5.92326
          17    -0.50576    -22.6836     5.41022
          18      -0.508    -21.4516     4.96741
          19    -0.50824    -20.3493     4.58203
          20    -0.50476    -19.3571     4.24414
           1      -0.494    -387.636           0
           2    -0.49024    -194.063      136.96
           3    -0.49512     -129.54     74.5748
           4    -0.49096    -97.2781     48.4525
           5    -0.50228    -77.9229     34.6813
           6    -0.49656    -65.0185     26.3914
           7     -0.4952    -55.8009     20.9497
           8    -0.48844    -48.8868     17.1522
           9    -0.48944    -43.5094     14.3787
          10    -0.49464    -39.2079     12.2806
          11      -0.491    -35.6882     10.6478
          12    -0.49496    -32.7554     9.34791
          13     -0.4942    -30.2738      8.2929
          14    -0.49224    -28.1465      7.4227
          15    -0.49572    -26.3031     6.69504
          16    -0.48952    -24.6898      6.0791
          17    -0.49468    -23.2665     5.55241
          18    -0.49084    -22.0012     5.09773
          19     -0.4912    -20.8691     4.70204
          20    -0.48456    -19.8499     4.35507
           1    -0.48072    -397.478           0
           2    -0.48012    -198.979     140.438
           3    -0.47992    -132.813     76.4659
           4     -0.4852    -99.7309     49.6805
           5    -0.48544    -79.8818     35.5588
           6    -0.49064      -66.65     27.0587
           7    -0.48268    -57.1975     21.4788
           8     -0.4832    -50.1082     17.5851
           9    -0.48592    -44.5946     14.7415
          10    -0.48848     -40.184     12.5903
          11    -0.48084    -36.5746     10.9161
          12     -0.4852    -33.5672     9.58317
          13    -0.48368    -31.0223     8.50138
          14    -0.48244    -28.8409     7.60912
          15    -0.48492    -26.9505     6.86301
          16    -0.48172    -25.2962      6.2315
          17    -0.48368    -23.8366     5.69144
          18    -0.48056    -22.5391     5.22525
          19    -0.48144    -21.3781     4.81954
          20    -0.47708    -20.3331     4.46383
           1    -0.47456    -407.136           0
           2    -0.47344    -203.805     143.852
           3    -0.47168    -136.027     78.3235
           4      -0.466    -102.137      50.885
           5    -0.47308    -81.8041     36.4198
           6    -0.47904    -68.2499     27.7131
           7    -0.47356    -58.5676     21.9978
           8     -0.4788    -51.3065     18.0098
           9    -0.47524    -45.6586     15.0972
          10     -0.4668    -41.1394     12.8934
          11    -0.47248    -37.4424     11.1786
          12    -0.46716    -34.3611     9.81325
          13    -0.46812     -31.754     8.70517
          14    -0.46772    -29.5192     7.79125
          15    -0.47388    -27.5829     7.02709
          16    -0.47024    -25.8883     6.38031
          17    -0.47392    -24.3934     5.82723
          18    -0.47884    -23.0648     5.34989
          19    -0.46664    -21.8754     4.93434
          20    -0.46784     -20.805     4.57005
           1     -0.4588    -416.559           0
           2    -0.46704    -208.513     147.184
           3    -0.45876    -139.162      80.135
           4     -0.4562    -104.485     52.0607
           5    -0.46604    -83.6815     37.2607
           6    -0.46048    -69.8113     28.3518
           7     -0.4594    -59.9039      22.504
           8    -0.46324    -52.4738     18.4236
           9    -0.46488    -46.6951     15.4437
          10     -0.4532    -42.0709     13.1889
          11      -0.463    -38.2883     11.4346
          12     -0.4656    -35.1364     10.0379
          13     -0.4602     -32.469     8.90432
          14    -0.46276    -30.1829     7.96941
          15    -0.45796    -28.2012     7.18752
          16    -0.46224    -26.4675     6.52586
          17     -0.4644    -24.9379     5.96003
          18    -0.46124    -23.5781      5.4716
          19     -0.4626    -22.3615     5.04655
          20    -0.45908    -21.2664     4.67389
           1    -1.01138    -1.01138           0
           2    -1.00273    -1.00706  0.00305965
           3    -1.00621    -1.00678  0.00205272
           4    -1.00665    -1.00674  0.00153976
           5    -1.00854     -1.0071  0.00127299
           6   -0.989969    -1.00425   0.0028145
           7    -1.01408    -1.00565  0.00274057
           8   -0.995736    -1.00441  0.00266363
           9    -1.00233    -1.00418   0.0023777
          10      -1.012    -1.00496   0.0022648
          11    -1.00732    -1.00518  0.00206903
          12    -1.00473    -1.00514  0.00189694
          13    -1.00041    -1.00478  0.00178559
          14    -1.01412    -1.00544   0.0017784
          15    -0.98991    -1.00441  0.00193806
          16    -1.00628    -1.00453  0.00182047
          17    -1.00191    -1.00437  0.00171989
          18   -0.987748    -1.00345   0.0018558
          19    -1.00672    -1.00362   0.0017661
          20    -1.01475    -1.00418  0.00176329
           1   -0.992448     -21.076           0
           2    -1.00194     -11.039     7.44244
           3   -0.986974     -7.6883     4.13922
           4   -0.988479    -6.01334     2.74468
           5   -0.966067    -5.00389     2.00152
           6   -0.994214    -4.33561     1.55237
           7   -0.974291    -3.85542     1.25414
           8   -0.986209    -3.49677     1.04483
           9   -0.994881    -3.21878     0.89099
          10   -0.973954     -2.9943    0.773095
          11   -0.974334    -2.81067    0.680655
          12   -0.992438    -2.65915    0.606835
          13   -0.983334    -2.53024    0.546292
          14   -0.997314    -2.42074    0.496177
          15    -0.97444    -2.32432    0.453633
          16   -0.956914    -2.23886    0.417153
          17   -0.995068     -2.1657    0.386145
          18    -0.98538    -2.10012    0.359082
          19   -0.977487    -2.04104    0.335286
          20     -1.0042     -1.9892    0.314488
           1   -0.965247    -40.7491           0
           2   -0.942397    -20.8458     14.3849
           3   -0.949011    -14.2135     7.91465
           4   -0.966038    -10.9016     5.19707
           5   -0.974146    -8.91615      3.7593
           6   -0.961966    -7.59045     2.88956
           7   -0.949832    -6.64179     2.31581
           8   -0.967861    -5.93255     1.91465
           9   -0.956821    -5.37969     1.62013
          10   -0.975712    -4.93929     1.39698
          11   -0.959284    -4.57747     1.22223
          12   -0.956848    -4.27576     1.08249
          13    -0.98731     -4.0228    0.969218
          14   -0.961864    -3.80416    0.874981
          15    -0.97979    -3.61587    0.796131
          16    -0.98759     -3.4516    0.729229
          17   -0.951866    -3.30456    0.671345
          18    -0.97197    -3.17497    0.621415
          19   -0.976937    -3.05928     0.57784
          20   -0.945643     -2.9536    0.539197
           1    -0.94111    -60.0131           0
           2   -0.930536    -30.4718     21.1963
           3   -0.941006    -20.6282     11.6225
           4   -0.905561    -15.6976      7.5994
           5   -0.941218    -12.7463     5.47655
           6   -0.948654      -10.78     4.19599
           7   -0.971016    -9.37873     3.35443
           8   -0.935031    -8.32327     2.76409
           9   -0.933974    -7.50224     2.33185
          10     -0.9308    -6.84509     2.00393
          11   -0.914457    -6.30595     1.74772
          12   -0.918813    -5.85702     1.54334
          13   -0.948039     -5.4794     1.37765
          14   -0.943618    -5.15542     1.24057
          15   -0.922306    -4.87321     1.12531
          16   -0.941382    -4.62747      1.0278
          17   -0.942948    -4.41074    0.944208
          18   -0.942548    -4.21806    0.871871
          19    -0.92711    -4.04485    0.808595
          20   -0.925787     -3.8889    0.752976
           1   -0.894739    -78.6727           0
           2   -0.916071    -39.7944     27.7933
           3   -0.924833    -26.8379      15.212
           4   -0.910738    -20.3561     9.93251
           5   -0.920839     -16.469     7.14504
           6   -0.903246    -13.8747     5.46296
           7   -0.913679    -12.0232     4.35747
           8   -0.931561    -10.6367     3.58544
           9    -0.92067    -9.55715     3.02016
          10   -0.922217    -8.69365     2.59177
          11   -0.899982    -7.98514     2.25723
          12    -0.92079    -7.39644     1.99088
          13   -0.902947    -6.89694     1.77397
          14   -0.921413    -6.47012     1.59508
          15   -0.911066    -6.09952     1.44505
          16   -0.914305    -5.77544      1.3179
          17   -0.889376    -5.48802     1.20862
          18   -0.914391    -5.23393     1.11445
          19   -0.934252    -5.00763     1.03256
          20   -0.946526    -4.80458    0.960762
           1   -0.888496    -96.9801           0
           2      -0.898     -48.939     34.2637
           3   -0.877269    -32.9185     18.7263
           4   -0.888306    -24.9109     12.2132
           5    -0.87511    -20.1038     8.77367
           6   -0.885781    -16.9008     6.70127
           7   -0.892311    -14.6138     5.33948
           8   -0.873332    -12.8963     4.38711
           9   -0.885525    -11.5617      3.6911
          10   -0.890488    -10.4946     3.16398
          11   -0.877437    -9.62033      2.7529
          12   -0.868157    -8.89098     2.42495
          13   -0.876638     -8.2745     2.15863
          14   -0.909268    -7.74841     1.93928
          15   -0.893321     -7.2914     1.75532
          16    -0.87672    -6.89048     1.59917
          17   -0.899554    -6.53808     1.46576
          18    -0.88955    -6.22427     1.35032
          19   -0.883106    -5.94316     1.24964
          20   -0.895733    -5.69078      1.1614
           1   -0.845013    -114.661           0
           2    -0.87654    -57.7686     40.5117
           3   -0.856678     -38.798     22.1246
           4   -0.858432    -29.3131     14.4177
           5   -0.859582    -23.6224     10.3503
           6   -0.857945    -19.8283     7.89933
           7   -0.866375    -17.1195     6.28927
           8   -0.872428    -15.0886     5.16481
           9   -0.855431    -13.5071     4.34208
          10   -0.862834    -12.2427     3.71922
          11   -0.861293     -11.208     3.23398
          12   -0.861279    -10.3458     2.84722
          13   -0.847043    -9.61512     2.53272
          14   -0.859522    -8.98972     2.27328
          15   -0.850456     -8.4471     2.05595
          16   -0.856434    -7.97269     1.87192
          17    -0.85841     -7.5542     1.71439
          18   -0.860455    -7.18232      1.5783
          19   -0.858289    -6.84948     1.45971
          20   -0.863752    -6.55019      1.3557
           1    -0.84627     -131.85           0
           2   -0.831478    -66.3408     46.5775
           3   -0.840259    -44.5073     25.4245
           4   -0.829482    -33.5878     16.5583
           5   -0.847076    -27.0397     11.8815
           6   -0.828449    -22.6711     9.06266
           7   -0.842708    -19.5528     7.21157
           8   -0.829407    -17.2124     5.91818
           9   -0.846137    -15.3939     4.97338
          10   -0.835405    -13.9381     4.25763
          11   -0.821779    -12.7457     3.69984
          12   -0.833002    -11.7529     3.25561
          13   -0.842903    -10.9137     2.89499
          14   -0.841873    -10.1943     2.59728
          15   -0.844837      -9.571     2.34815
          16   -0.838481    -9.02521     2.13702
          17   -0.834119    -8.54339     1.95624
          18   -0.846832     -8.1158     1.80022
          19   -0.841447    -7.73294     1.66426
          20   -0.841806    -7.38838     1.54497
           1   -0.806368    -148.574           0
           2   -0.811216    -74.6926     52.4873
           3   -0.820133    -50.0684     28.6387
           4   -0.811086    -37.7541     18.6445
           5   -0.808504     -30.365     13.3714
           6   -0.814437    -25.4399     10.1956
           7    -0.80011    -21.9199      8.1087
           8   -0.811595    -19.2814     6.65199
           9   -0.820449    -17.2302     5.58768
          10   -0.798822     -15.587     4.78122
          11   -0.818217    -14.2444     4.15377
          12   -0.800392    -13.1241     3.65342
          13   -0.818969    -12.1775     3.24745
          14   -0.811182    -11.3657     2.91224
          15   -0.817728    -10.6625     2.63182
          16   -0.813037    -10.0469     2.39426
          17   -0.809604     -9.5035     2.19089
          18   -0.825472    -9.02139     2.01543
          19   -0.801588    -8.58877     1.86235
          20   -0.815139    -8.20008     1.72819
           1   -0.802743    -164.804           0
           2   -0.802862    -82.8036     58.2268
           3     -0.7923    -55.4665     31.7587
           4   -0.789861    -41.7974     20.6691
           5    -0.79251    -33.5964     14.8192
           6   -0.786639    -28.1281     11.2955
           7   -0.803478    -24.2246     8.98208
           8   -0.789201    -21.2952     7.36615
           9   -0.788265    -19.0166     6.18525
          10   -0.787318    -17.1937     5.29128
          11   -0.788818    -15.7023     4.59528
          12   -0.791104    -14.4597     4.04085
          13    -0.79608    -13.4087     3.59072
          14   -0.790636    -12.5074     3.21914
          15    -0.79693    -11.7267     2.90832
          16   -0.788346     -11.043     2.64498
          17   -0.790359    -10.4399     2.41966
          18   -0.796126    -9.90418     2.22513
          19   -0.780341    -9.42398     2.05555
          20   -0.788645    -8.99221     1.90688
           1   -0.762531    -180.607           0
           2   -0.776536    -90.6917     63.8084
           3    -0.76751    -60.7169     34.7933
           4   -0.766032    -45.7292     22.6379
           5   -0.763641    -36.7361      16.226
           6   -0.778008    -30.7431     12.3655
           7   -0.770702    -26.4613     9.82972
           8   -0.767872    -23.2496     8.05927
           9   -0.765217    -20.7514     6.76551
          10   -0.769794    -18.7532     5.78636
          11   -0.767986    -17.1182     5.02402
          12   -0.769321    -15.7558     4.41677
          13   -0.774583    -14.6034      3.9238
          14   -0.770513    -13.6153     3.51692
          15    -0.76648    -12.7587     3.17643
          16   -0.763398     -12.009     2.88808
          17   -0.765071    -11.3476     2.64137
          18   -0.769011    -10.7599     2.42837
          19   -0.768299     -10.234     2.24289
          20   -0.760497    -9.76036     2.08013
           1   -0.751038    -195.958           0
           2   -0.737728     -98.348     69.2261
           3   -0.745349    -65.8138     37.7391
           4   -0.736395    -49.5444     24.5483
           5   -0.742503    -39.7841     17.5916
           6   -0.751001    -33.2785     13.4029
           7   -0.747057    -28.6312      10.652
           8   -0.747715    -25.1458     8.73169
           9   -0.739879     -22.434     7.32832
          10   -0.741569    -20.2647     6.26622
          11   -0.743806    -18.4901     5.43946
          12   -0.746628    -17.0115     4.78099
          13   -0.736266    -15.7596     4.24614
          14   -0.736625    -14.6865     3.80484
          15   -0.739578    -13.7567      3.4357
          16   -0.753183     -12.944     3.12336
          17   -0.755933     -12.227     2.85616
          18   -0.744815    -11.5891     2.62529
          19   -0.733129    -11.0178     2.42414
          20   -0.743104     -10.504     2.24784
           1   -0.723654    -210.804           0
           2   -0.723232    -105.764     74.4737
           3   -0.728011    -70.7518     40.5932
           4   -0.736404     -53.248     26.4027
           5   -0.726876    -42.7437     18.9176
           6   -0.728108    -35.7411     14.4105
           7   -0.727793    -30.7392     11.4509
           8   -0.734554    -26.9886     9.38522
           9   -0.725763    -24.0705     7.87571
          10   -0.726967    -21.7362      6.7333
          11   -0.724635     -19.826     5.84397
          12   -0.718244    -18.2337     5.13546
          13   -0.728106    -16.8871     4.56046
          14   -0.721231    -15.7324     4.08591
          15   -0.727855    -14.7321     3.68904
          16   -0.726286    -13.8568     3.35301
          17   -0.730314    -13.0846     3.06558
          18   -0.713288    -12.3973     2.81717
          19   -0.734185    -11.7835     2.60116
          20   -0.728256    -11.2307     2.41166
           1   -0.711999    -225.326           0
           2   -0.714315     -113.02     79.6085
           3   -0.707682    -75.5828     43.3854
           4   -0.704841    -56.8633      28.213
           5   -0.704952    -45.6316     20.2115
           6   -0.704549    -38.1438     15.3935
           7   -0.701127    -32.7948     12.2298
           8   -0.699015    -28.7828     10.0215
           9   -0.710181    -25.6637     8.40853
          10   -0.708977    -23.1682     7.18785
          11   -0.709402    -21.1265      6.2377
          12   -0.712098    -19.4253       5.481
          13   -0.707494    -17.9855     4.86659
          14   -0.707814    -16.7513     4.35969
          15   -0.709329    -15.6819     3.93569
          16   -0.698565    -14.7454     3.57656
          17   -0.712452    -13.9199     3.26953
          18   -0.706326    -13.1859     3.00435
          19   -0.705163     -12.529     2.77348
          20   -0.702263    -11.9376       2.571
           1   -0.685247    -239.438           0
           2   -0.692612    -120.065     84.5936
           3   -0.684052    -80.2716     46.0953
           4   -0.678619    -60.3733     29.9706
           5   -0.675604    -48.4338     21.4669
           6    -0.68325    -40.4754     16.3474
           7   -0.681814    -34.7906     12.9861
           8    -0.67869    -30.5266     10.6398
           9    -0.67716      -27.21     8.92571
          10   -0.692098    -24.5582     7.62906
          11   -0.680938    -22.3875      6.6195
          12    -0.69116    -20.5795     5.81572
          13     -0.6876    -19.0494     5.16314
          14   -0.678147    -17.7371     4.62458
          15   -0.680341       -16.6     4.17414
          16   -0.685494    -15.6054     3.79289
          17    -0.68644    -14.7278     3.46677
          18   -0.678084    -13.9472     3.18509
          19   -0.684805    -13.2492     2.93997
          20   -0.692271    -12.6214     2.72511
           1   -0.664578    -253.092           0
           2   -0.675586    -126.884     89.4184
           3   -0.673789    -84.8137     48.7206
           4   -0.662946     -63.776     31.6744
           5   -0.661536    -51.1531     22.6852
           6   -0.669073    -42.7391     17.2736
           7   -0.663073    -36.7283     13.7204
           8    -0.66443    -32.2203     11.2404
           9   -0.664454    -28.7141     9.42875
          10   -0.670356    -25.9097     8.05804
          11   -0.672192    -23.6154     6.99124
          12   -0.672386    -21.7035     6.14164
          13   -0.661937    -20.0849     5.45176
          14   -0.668548     -18.698     4.88275
          15   -0.675465    -17.4965     4.40693
          16   -0.651977    -16.4437     4.00377
          17   -0.667625    -15.5157     3.65913
          18   -0.664014    -14.6906     3.36153
          19    -0.66589    -13.9525     3.10251
          20   -0.661477    -13.2879     2.87533
           1   -0.645009    -266.404           0
           2    -0.65061    -133.527     94.1193
           3   -0.645882    -89.2334      51.275
           4    -0.64804     -67.087     33.3323
           5   -0.647242    -53.7991     23.8707
           6   -0.645137    -44.9401     18.1741
           7   -0.651166    -38.6131     14.4346
           8   -0.645562    -33.8672     11.8243
           9   -0.642538    -30.1755     9.91752
          10   -0.638291    -27.2218      8.4745
          11   -0.646996    -24.8059     7.35168
          12   -0.653226    -22.7932     6.45764
          13   -0.661274    -21.0907      5.7321
          14   -0.650245    -19.6307     5.13335
          15   -0.653312    -18.3655      4.6326
          16   -0.649961    -17.2583     4.20866
          17   -0.645572    -16.2811     3.84597
          18   -0.646836    -15.4125     3.53287
          19   -0.645874    -14.6353     3.26032
          20   -0.651658    -13.9362      3.0214
           1    -0.63033    -279.353           0
           2   -0.629644    -139.992     98.6936
           3   -0.628852    -93.5373     53.7625
           4    -0.63299    -70.3112     34.9467
           5   -0.636171    -56.3762     25.0253
           6   -0.632602    -47.0856     19.0519
           7   -0.630721    -40.4492     15.1303
           8   -0.636254    -35.4726     12.3936
           9   -0.635694    -31.6018     10.3945
          10   -0.619208    -28.5036     8.88131
          11   -0.631097    -25.9697     7.70398
          12   -0.630396    -23.8581     6.76641
          13   -0.629623    -22.0713     6.00536
          14   -0.632502    -20.5399     5.37762
          15   -0.634884    -19.2129     4.85263
          16   -0.633289    -18.0517     4.40821
          17   -0.638309    -17.0274     4.02813
          18   -0.628048    -16.1163     3.69988
          19   -0.631117    -15.3013     3.41421
          20   -0.633574    -14.5679     3.16375
           1   -0.610886    -291.969           0
           2   -0.616381    -146.293     103.152
           3   -0.615856    -97.7338      56.188
           4   -0.618318    -73.4549     36.5207
           5   -0.617183    -58.8874     26.1503
           6   -0.618946     -49.176     19.9072
           7   -0.613042    -42.2384     15.8083
           8   -0.609619    -37.0348     12.9475
           9   -0.614946    -32.9882     10.8581
          10   -0.623715    -29.7517     9.27744
          11   -0.612052    -27.1027     8.04695
          12    -0.61168    -24.8951     7.06708
          13   -0.610946    -23.0271     6.27172
          14   -0.608618    -21.4258     5.61559
          15    -0.61399    -20.0383     5.06692
          16   -0.615293    -18.8244     4.60252
          17   -0.615531    -17.7533      4.2053
          18   -0.613689    -16.8011     3.86237
          19    -0.61573    -15.9492     3.56391
          20   -0.613212    -15.1824     3.30219
           1   -0.605524    -304.253           0
           2   -0.601307    -152.427     107.493
           3   -0.600467    -101.818     58.5487
           4   -0.599382    -76.5137     38.0523
           5    -0.60742    -61.3324     27.2457
           6   -0.603605    -51.2109     20.7397
           7   -0.598528    -43.9806     16.4684
           8   -0.608715    -38.5591      13.488
           9   -0.602762    -34.3417     11.3108
          10   -0.599768    -30.9675      9.6633
          11   -0.604812    -28.2073     8.38133
          12   -0.603253     -25.907     7.36045
          13   -0.598888    -23.9602     6.53173
          14   -0.604637    -22.2919     5.84826
          15   -0.589277    -20.8451     5.27637
          16   -0.600456    -19.5798     4.79249
          17   -0.596743    -18.4631     4.37855
          18   -0.600662    -17.4708     4.02127
          19   -0.605771    -16.5832     3.71037
          20   -0.604436    -15.7842     3.43776
           1   -0.588927    -316.273           0
           2   -0.578038    -158.426     111.738
           3   -0.590685    -105.814      60.858
           4   -0.583612    -79.5064     39.5507
           5   -0.585273    -63.7222     28.3163
           6   -0.584557    -53.1992     21.5531
           7   -0.584287    -45.6828     17.1134
           8   -0.581403    -40.0451     14.0148
           9   -0.579114      -35.66     11.7516
          10   -0.581607    -32.1522     10.0393
          11   -0.579288    -29.2819     8.70662
          12   -0.587028    -26.8907     7.64565
          13   -0.580236    -24.8668     6.78437
          14   -0.586244    -23.1325     6.07405
          15   -0.588612    -21.6296     5.48002
          16   -0.588342    -20.3145     4.97723
          17   -0.585864     -19.154     4.54714
          18   -0.573192    -18.1217     4.17571
          19   -0.587738    -17.1989     3.85261
          20   -0.584619    -16.3682      3.5693
           1   -0.566759     -327.93           0
           2   -0.573977    -164.252      115.86
           3   -0.571267    -109.692     63.0991
           4   -0.568986     -82.411      41.005
           5   -0.571727    -66.0432     29.3561
           6   -0.580582    -55.1327     22.3441
           7   -0.572988    -47.3385     17.7407
           8   -0.567229    -41.4921     14.5279
           9   -0.568584     -36.945     12.1813
          10   -0.566864    -33.3072     10.4058
          11   -0.579351    -30.3319     9.02445
          12   -0.569993    -27.8518     7.92428
          13   -0.570929    -25.7533     7.03136
          14   -0.562944    -23.9539     6.29469
          15   -0.573244    -22.3952     5.67878
          16   -0.570798    -21.0312     5.15744
          17   -0.568964    -19.8275     4.71151
          18   -0.572169    -18.7578     4.32661
          19   -0.564041    -17.8002     3.99153
          20   -0.562914    -16.9384     3.69773
           1   -0.559222    -339.327           0
           2   -0.554164     -169.94     119.885
           3   -0.555229    -113.479     65.2877
           4   -0.552558    -85.2471     42.4251
           5   -0.559478    -68.3096     30.3714
           6   -0.552594    -57.0168     23.1149
           7   -0.556182     -48.951     18.3516
           8   -0.553865    -42.9013     15.0275
           9   -0.553252     -38.196     12.5996
          10   -0.554327    -34.4318     10.7627
          11   -0.561188    -31.3527     9.33341
          12   -0.558014    -28.7865     8.19524
          13   -0.555983    -26.6149     7.27144
          14   -0.555819    -24.7535     6.50945
          15    -0.55216    -23.1401     5.87214
          16   -0.551526    -21.7283     5.33272
          17   -0.558031     -20.483     4.87145
          18   -0.563827    -19.3764     4.47336
          19   -0.552305    -18.3856     4.12675
          20    -0.55018    -17.4939     3.82284
           1   -0.545464    -350.423           0
           2   -0.541264    -175.482     123.807
           3   -0.537802    -117.167     67.4196
           4   -0.534047     -88.009     43.8079
           5   -0.547153    -70.5166     31.3601
           6   -0.546522    -58.8549     23.8669
           7   -0.543361    -50.5247     18.9479
           8   -0.541302    -44.2768     15.5151
           9   -0.540525    -39.4172     13.0079
          10   -0.539964    -35.5295      11.111
          11   -0.539047    -32.3485     9.63483
          12   -0.546519    -29.6984      8.4596
          13   -0.544968    -27.4558     7.50573
          14   -0.538523    -25.5331     6.71884
          15   -0.542226    -23.8671     6.06084
          16    -0.53812     -22.409     5.50386
          17   -0.532992    -21.1222     5.02742
          18   -0.533585    -19.9784     4.61617
          19   -0.539648    -18.9553     4.25833
          20   -0.548192    -18.0349      3.9447
           1   -0.533536    -361.232           0
           2   -0.532502    -180.882     127.628
           3   -0.534161    -120.766     69.4995
           4   -0.522304    -90.7052     45.1579
           5   -0.529749    -72.6701     32.3249
           6    -0.53776    -60.6481     24.6004
           7   -0.531322      -52.06     19.5296
           8    -0.52757    -45.6184     15.9908
           9   -0.530504    -40.6087     13.4063
          10   -0.530806    -36.6009      11.451
          11    -0.53475    -33.3221      9.9295
          12   -0.532286    -30.5896     8.71797
          13   -0.524283    -28.2769     7.73451
          14   -0.524206    -26.2946     6.92335
          15   -0.531661    -24.5771     6.24512
          16   -0.537615    -23.0746     5.67119
          17   -0.531145    -21.7485     5.18023
          18   -0.535062      -20.57     4.75649
          19   -0.530226    -19.5153     4.38765
          20    -0.52643    -18.5658     4.06425
           1   -0.518902    -371.835           0
           2   -0.528824    -186.182     131.378
           3    -0.51837    -124.294     71.5385
           4   -0.516696    -93.3498     46.4819
           5    -0.51738    -74.7833     33.2715
           6   -0.520968    -62.4063     25.3197
           7   -0.515531    -53.5647     20.0997
           8   -0.523539    -46.9346     16.4574
           9   -0.522076    -41.7776     13.7972
          10   -0.519893    -37.6519     11.7845
          11   -0.520839    -34.2763     10.2183
          12   -0.519039    -31.4632     8.97118
          13    -0.51438    -29.0825     7.95894
          14   -0.519027    -27.0423     7.12414
          15   -0.522059    -25.2743     6.42607
          16    -0.51686    -23.7269     5.83517
          17   -0.517817    -22.3617     5.32982
